product,event,price,quantity_sold
Standard Case | iPhone 15 Pro,Black Friday,31.854305348131312,260
Premium Case | iPhone 15 Pro Max,No Promo,37.618669189733644,142
Standard Case | iPhone 15 Pro,No Promo,40.960674808186155,71
Premium Case | iPhone 15 Pro,No Promo,37.163296221848874,37
Standard Case | iPhone 15 Pro,No Promo,23.785934450912002,106
Standard Case | iPhone 15 Pro Max,No Promo,47.510345186767736,132
Standard Case | iPhone 15 Pro Max,No Promo,27.63475630983851,201
Standard Case | iPhone 15 Pro,No Promo,16.09421848941542,177
Standard Case | iPhone 15 Pro,No Promo,44.046253315822554,40
Premium Case | iPhone 15 Pro Max,No Promo,22.9699805733172,146
Standard Case | iPhone 15 Pro Max,Cyber Monday,57.320636295881144,341
Standard Case | iPhone 15 Pro Max,No Promo,57.92678596511643,158
Standard Case | iPhone 15 Pro,No Promo,56.16889755992018,47
Premium Case | iPhone 15 Pro,No Promo,31.657141511495,52
Standard Case | iPhone 15 Pro Max,Black Friday,15.695547743799034,700
Premium Case | iPhone 15 Pro,No Promo,56.77433531644764,25
Standard Case | iPhone 15 Pro,No Promo,34.268286674279146,102
Standard Case | iPhone 15 Pro,Black Friday,58.49946685696513,150
Premium Case | iPhone 15 Pro Max,Cyber Monday,58.36289896901638,346
Standard Case | iPhone 15 Pro Max,No Promo,53.3854254960312,144
Premium Case | iPhone 15 Pro,No Promo,28.250200143131355,58
Premium Case | iPhone 15 Pro Max,No Promo,32.329397787086634,90
Standard Case | iPhone 15 Pro Max,Black Friday,53.30115021825856,328
Premium Case | iPhone 15 Pro Max,No Promo,29.261490232032493,91
Standard Case | iPhone 15 Pro,No Promo,22.627173600874162,122
Standard Case | iPhone 15 Pro Max,Cyber Monday,40.05605681062576,461
Premium Case | iPhone 15 Pro Max,No Promo,57.12696483723514,69
Premium Case | iPhone 15 Pro Max,No Promo,46.32134085037379,133
Premium Case | iPhone 15 Pro,No Promo,40.65275265402143,43
Premium Case | iPhone 15 Pro Max,No Promo,19.372942219684585,152
Standard Case | iPhone 15 Pro Max,No Promo,42.67532520146264,215
Standard Case | iPhone 15 Pro Max,No Promo,59.552423254691846,162
Premium Case | iPhone 15 Pro,No Promo,21.30378068564358,78
Standard Case | iPhone 15 Pro Max,No Promo,38.32483435636816,140
Standard Case | iPhone 15 Pro,Cyber Monday,54.48178823675799,68
Standard Case | iPhone 15 Pro Max,No Promo,48.3345877989392,132
Standard Case | iPhone 15 Pro Max,Cyber Monday,46.36570834478706,376
Premium Case | iPhone 15 Pro Max,No Promo,46.611783779419916,90
Premium Case | iPhone 15 Pro Max,Black Friday,31.177101804888984,449
Standard Case | iPhone 15 Pro Max,Black Friday,28.2116329919022,670
Premium Case | iPhone 15 Pro,No Promo,51.421251996533115,33
Premium Case | iPhone 15 Pro Max,No Promo,51.455102760563136,93
Premium Case | iPhone 15 Pro,Black Friday,54.01825433610467,119
Standard Case | iPhone 15 Pro Max,No Promo,56.09582486504121,155
Standard Case | iPhone 15 Pro Max,No Promo,38.0104079487422,133
Standard Case | iPhone 15 Pro,No Promo,37.56823326092398,98
Premium Case | iPhone 15 Pro Max,Black Friday,50.92328305350488,371
Standard Case | iPhone 15 Pro Max,Black Friday,44.24837688499943,564
Standard Case | iPhone 15 Pro,Black Friday,46.588509476596656,238
Premium Case | iPhone 15 Pro Max,No Promo,50.81067012462455,113
Standard Case | iPhone 15 Pro Max,Black Friday,55.05024038179048,600
Standard Case | iPhone 15 Pro Max,No Promo,30.209782058319114,195
Premium Case | iPhone 15 Pro Max,No Promo,31.901232868797482,114
Premium Case | iPhone 15 Pro Max,No Promo,19.229187292839107,159
Premium Case | iPhone 15 Pro Max,No Promo,41.02260634482783,92
Standard Case | iPhone 15 Pro Max,No Promo,16.617402320853394,216
Standard Case | iPhone 15 Pro Max,No Promo,35.95191081596071,173
Standard Case | iPhone 15 Pro,No Promo,39.41900856184095,69
Premium Case | iPhone 15 Pro,No Promo,27.8943563457728,66
Premium Case | iPhone 15 Pro Max,No Promo,41.58749672560548,74
Standard Case | iPhone 15 Pro Max,No Promo,16.372511247257226,188
Standard Case | iPhone 15 Pro Max,No Promo,16.68066849371465,215
Premium Case | iPhone 15 Pro Max,No Promo,52.01702522968462,110
Premium Case | iPhone 15 Pro,No Promo,31.20857886350683,49
Premium Case | iPhone 15 Pro Max,No Promo,20.717723069334816,183
Premium Case | iPhone 15 Pro,No Promo,38.500946702466194,42
Standard Case | iPhone 15 Pro Max,No Promo,49.64970988943749,181
Premium Case | iPhone 15 Pro,No Promo,24.711946237357942,81
Standard Case | iPhone 15 Pro,No Promo,43.03007141185501,57
Standard Case | iPhone 15 Pro Max,Black Friday,18.84063592471956,982
Standard Case | iPhone 15 Pro,No Promo,17.325677452587346,103
Premium Case | iPhone 15 Pro Max,No Promo,38.91095842056666,144
Premium Case | iPhone 15 Pro Max,No Promo,39.32858047245479,145
Premium Case | iPhone 15 Pro Max,No Promo,43.6843455674193,100
Premium Case | iPhone 15 Pro,No Promo,47.67411001751977,50
Standard Case | iPhone 15 Pro Max,No Promo,58.91334357581406,131
Premium Case | iPhone 15 Pro Max,No Promo,38.23351567355379,129
Premium Case | iPhone 15 Pro Max,No Promo,29.533041282356066,140
Standard Case | iPhone 15 Pro Max,No Promo,50.78337876459167,146
Premium Case | iPhone 15 Pro Max,Black Friday,27.187451306793342,557
Standard Case | iPhone 15 Pro,Black Friday,34.75371393175362,337
Standard Case | iPhone 15 Pro Max,No Promo,18.53053716040197,135
Standard Case | iPhone 15 Pro Max,Cyber Monday,16.140783453695587,670
Standard Case | iPhone 15 Pro Max,No Promo,58.31917866050663,93
Standard Case | iPhone 15 Pro,No Promo,52.61910542304926,60
Standard Case | iPhone 15 Pro Max,No Promo,46.31883927421641,192
Standard Case | iPhone 15 Pro,No Promo,33.40288249864214,67
Standard Case | iPhone 15 Pro Max,Black Friday,22.79824440318806,639
Premium Case | iPhone 15 Pro,No Promo,22.039666920198872,63
Premium Case | iPhone 15 Pro Max,Cyber Monday,26.26093041740679,331
Premium Case | iPhone 15 Pro,No Promo,39.71519991177542,46
Premium Case | iPhone 15 Pro Max,Cyber Monday,47.156816521502805,324
Standard Case | iPhone 15 Pro,No Promo,44.70888195229791,79
Premium Case | iPhone 15 Pro,No Promo,27.59702536256743,88
Standard Case | iPhone 15 Pro Max,No Promo,57.96893762984374,124
Premium Case | iPhone 15 Pro Max,No Promo,48.20536125130958,106
Premium Case | iPhone 15 Pro Max,No Promo,39.94593236301303,80
Premium Case | iPhone 15 Pro,No Promo,42.527433580545846,38
Standard Case | iPhone 15 Pro,Black Friday,33.88200280925055,355
Premium Case | iPhone 15 Pro,No Promo,26.147894527552086,95
Standard Case | iPhone 15 Pro,No Promo,31.01877053930677,69
Standard Case | iPhone 15 Pro,No Promo,49.10307497089661,49
Premium Case | iPhone 15 Pro Max,No Promo,15.647706988339014,153
Premium Case | iPhone 15 Pro,No Promo,20.22326882281123,89
Premium Case | iPhone 15 Pro,No Promo,17.070118890978875,77
Standard Case | iPhone 15 Pro,No Promo,16.832796104353655,148
Premium Case | iPhone 15 Pro,No Promo,53.495726280495326,30
Standard Case | iPhone 15 Pro Max,No Promo,46.664603672101066,156
Standard Case | iPhone 15 Pro Max,No Promo,36.33782230892963,192
Premium Case | iPhone 15 Pro,No Promo,19.402537229295067,87
Premium Case | iPhone 15 Pro,No Promo,37.122714380257456,48
Standard Case | iPhone 15 Pro,No Promo,36.30622968512546,77
Standard Case | iPhone 15 Pro Max,No Promo,22.794084145950684,195
Standard Case | iPhone 15 Pro Max,No Promo,34.52332421570878,163
Premium Case | iPhone 15 Pro Max,Cyber Monday,32.932713047881805,306
Standard Case | iPhone 15 Pro,No Promo,42.71325441234974,87
Premium Case | iPhone 15 Pro Max,Black Friday,43.579214289043975,453
Standard Case | iPhone 15 Pro Max,No Promo,17.038680439742002,198
Standard Case | iPhone 15 Pro,No Promo,31.857567658191204,102
Premium Case | iPhone 15 Pro,No Promo,43.16369620714064,41
Standard Case | iPhone 15 Pro,Cyber Monday,37.64113163610395,236
Premium Case | iPhone 15 Pro,No Promo,53.542042853474506,35
Premium Case | iPhone 15 Pro,Black Friday,44.64121342285253,147
Standard Case | iPhone 15 Pro,Black Friday,22.332049218664338,448
Premium Case | iPhone 15 Pro,No Promo,18.175593633019343,61
Premium Case | iPhone 15 Pro Max,No Promo,43.9088675192842,89
Standard Case | iPhone 15 Pro Max,No Promo,16.193008974372983,161
Premium Case | iPhone 15 Pro,No Promo,41.35990115730585,48
Premium Case | iPhone 15 Pro Max,Black Friday,57.31036086412309,478
Premium Case | iPhone 15 Pro,Cyber Monday,40.89633800441455,172
Standard Case | iPhone 15 Pro Max,No Promo,32.46764667929349,203
Premium Case | iPhone 15 Pro Max,No Promo,43.947969829905894,127
Standard Case | iPhone 15 Pro Max,Black Friday,35.62138007211825,392
Standard Case | iPhone 15 Pro Max,No Promo,39.55275551921707,150
Premium Case | iPhone 15 Pro Max,Black Friday,57.36591639494363,299
Premium Case | iPhone 15 Pro Max,No Promo,32.37461870103484,114
Premium Case | iPhone 15 Pro Max,No Promo,58.25357537207614,97
Standard Case | iPhone 15 Pro,No Promo,55.74077888802287,41
Premium Case | iPhone 15 Pro Max,No Promo,23.81060106551834,85
Premium Case | iPhone 15 Pro Max,No Promo,18.121258539382445,172
Premium Case | iPhone 15 Pro Max,No Promo,19.5350100619842,116
Premium Case | iPhone 15 Pro Max,No Promo,15.819982154319737,161
Premium Case | iPhone 15 Pro,No Promo,19.24993323401678,123
Standard Case | iPhone 15 Pro,Black Friday,45.73530480373606,174
Standard Case | iPhone 15 Pro Max,No Promo,18.203489180710303,102
Premium Case | iPhone 15 Pro Max,No Promo,29.35390336321926,126
Premium Case | iPhone 15 Pro,No Promo,53.019388993625455,41
Premium Case | iPhone 15 Pro,No Promo,16.047237108112164,133
Premium Case | iPhone 15 Pro,No Promo,51.65108171650211,26
Standard Case | iPhone 15 Pro Max,No Promo,27.683464864802996,208
Premium Case | iPhone 15 Pro Max,No Promo,20.317417242974532,133
Standard Case | iPhone 15 Pro,No Promo,46.353172441386775,58
Standard Case | iPhone 15 Pro,No Promo,43.302428105094776,100
Premium Case | iPhone 15 Pro,No Promo,54.48624060871738,22
Standard Case | iPhone 15 Pro Max,Cyber Monday,48.07819697117486,406
Standard Case | iPhone 15 Pro Max,No Promo,51.156641867318186,163
Standard Case | iPhone 15 Pro Max,No Promo,27.69155576570879,230
Standard Case | iPhone 15 Pro,No Promo,22.984779470087528,117
Premium Case | iPhone 15 Pro,No Promo,48.77766382383862,40
Premium Case | iPhone 15 Pro Max,No Promo,51.30756326702688,99
Standard Case | iPhone 15 Pro,No Promo,59.5727313900303,43
Premium Case | iPhone 15 Pro,Cyber Monday,33.56779546101419,136
Premium Case | iPhone 15 Pro,No Promo,31.740813860675242,69
Premium Case | iPhone 15 Pro Max,No Promo,49.938583233389856,101
Premium Case | iPhone 15 Pro Max,No Promo,30.336159311385803,142
Premium Case | iPhone 15 Pro Max,No Promo,56.88407965216041,101
Standard Case | iPhone 15 Pro Max,No Promo,53.62857383293553,179
Premium Case | iPhone 15 Pro Max,No Promo,34.30473123187583,126
Premium Case | iPhone 15 Pro,No Promo,48.78919805061738,24
Premium Case | iPhone 15 Pro Max,Black Friday,48.95442933381071,483
Premium Case | iPhone 15 Pro,No Promo,19.64057409761697,70
Standard Case | iPhone 15 Pro,No Promo,55.6148808005805,40
Standard Case | iPhone 15 Pro Max,No Promo,37.73635676015357,150
Standard Case | iPhone 15 Pro,No Promo,52.190585974848375,65
Standard Case | iPhone 15 Pro,No Promo,29.402232046377527,55
Premium Case | iPhone 15 Pro,No Promo,55.29854528232902,51
Standard Case | iPhone 15 Pro,No Promo,32.514075543037336,107
Premium Case | iPhone 15 Pro,Black Friday,15.487694316613426,355
Premium Case | iPhone 15 Pro Max,No Promo,55.74218893886687,101
Premium Case | iPhone 15 Pro Max,No Promo,19.10790045537601,157
Premium Case | iPhone 15 Pro,Black Friday,29.36911369156867,254
Premium Case | iPhone 15 Pro Max,No Promo,57.75278851728622,114
Standard Case | iPhone 15 Pro Max,No Promo,57.77732161219002,155
Standard Case | iPhone 15 Pro,No Promo,40.80470496554787,71
Standard Case | iPhone 15 Pro Max,No Promo,43.43267454764097,155
Standard Case | iPhone 15 Pro,No Promo,35.18004848902439,79
